<s> <s> a girl playing,<s> <s>,ein
<s> a girl playing pool,<s> ein,mädchen
a girl playing pool at,ein mädchen,spielt
girl playing pool at a,mädchen spielt,in
playing pool at a pool,spielt in,einer
pool at a pool hall,in einer,billardhalle
at a pool hall .,einer billardhalle,billard
a pool hall . </s>,billardhalle billard,.
pool hall . </s> </s>,billard .,</s>
<s> <s> a man climbs,<s> <s>,ein
<s> <s> a man climbs,<s> ein,mann
<s> a man climbs up,ein mann,klettert
a man climbs up a,mann klettert,eine
man climbs up a cliff,klettert eine,felswand
climbs up a cliff and,eine felswand,hoch
up a cliff and reaches,felswand hoch,und
a cliff and reaches an,hoch und,erreicht
cliff and reaches an overhang,und erreicht,einen
and reaches an overhang .,erreicht einen,Überhang
reaches an overhang . </s>,einen Überhang,.
an overhang . </s> </s>,Überhang .,</s>
<s> <s> a group of,<s> <s>,eine
<s> a group of people,<s> eine,gruppe
a group of people walking,eine gruppe,geht
group of people walking across,gruppe geht,über
people walking across a rope,geht über,einen
walking across a rope bridge,über einen,seilbrücke
across a rope bridge .,einen seilbrücke,.
a rope bridge . </s>,seilbrücke .,</s>
<s> <s> young man alone,<s> <s>,ein
<s> <s> young man alone,<s> ein,junger
<s> young man alone on,ein junger,mann
young man alone on a,junger mann,alleine
man alone on a white-sand,mann alleine,an
alone on a white-sand beach,alleine an,einem
on a white-sand beach enjoys,an einem,strand
on a white-sand beach enjoys,einem strand,mit
a white-sand beach enjoys a,strand mit,weißem
white-sand beach enjoys a snack,mit weißem,sand
beach enjoys a snack under,weißem sand,isst
enjoys a snack under a,sand isst,eine
a snack under a beach,isst eine,kleinigkeit
a snack under a beach,eine kleinigkeit,unter
snack under a beach umbrella,kleinigkeit unter,einem
under a beach umbrella .,unter einem,strandschirm
a beach umbrella . </s>,einem strandschirm,.
beach umbrella . </s> </s>,strandschirm .,</s>
<s> <s> a man is,<s> <s>,ein
<s> <s> a man is,<s> ein,mann
<s> a man is performing,ein mann,gibt
a man is performing for,mann gibt,einer
man is performing for a,gibt einer,menschenmenge
is performing for a crowd,einer menschenmenge,eine
performing for a crowd on,menschenmenge eine,vorführung
for a crowd on a,eine vorführung,auf
a crowd on a tall,vorführung auf,einem
crowd on a tall unicycle,auf einem,hohen
on a tall unicycle .,einem hohen,einrad
a tall unicycle . </s>,hohen einrad,.
tall unicycle . </s> </s>,einrad .,</s>
<s> <s> a young boy,<s> <s>,ein
<s> <s> a young boy,<s> ein,junge
<s> a young boy runs,ein junge,","
a young boy runs down,"junge ,",der
young boy runs down a,", der",ein
boy runs down a field,der ein,namensschild
"runs down a field ,",ein namensschild,trägt
"down a field , wearing",namensschild trägt,","
"a field , wearing a","trägt ,",rennt
"field , wearing a name",", rennt",über
", wearing a name tag",rennt über,ein
wearing a name tag .,über ein,feld
a name tag . </s>,ein feld,.
name tag . </s> </s>,feld .,</s>
"<s> <s> earth , water",<s> <s>,erde
"<s> <s> earth , water",<s> erde,","
"<s> earth , water and","erde ,",wasser
"earth , water and sky",", wasser",und
", water and sky make",wasser und,himmel
water and sky make this,und himmel,machen
water and sky make this,himmel machen,diesen
and sky make this a,machen diesen,ort
sky make this a great,diesen ort,zu
make this a great spot,ort zu,einem
this a great spot a,zu einem,guten
a great spot a time,einem guten,platz
a great spot a time,guten platz,","
great spot a time out,"platz ,",um
spot a time out .,", um",auszuspannen
a time out . </s>,um auszuspannen,.
time out . </s> </s>,auszuspannen .,</s>
<s> <s> a young baby,<s> <s>,ein
<s> a young baby wearing,<s> ein,kleines
a young baby wearing blue,ein kleines,baby
young baby wearing blue sleepwear,kleines baby,mit
baby wearing blue sleepwear has,baby mit,blauem
wearing blue sleepwear has a,mit blauem,schlafanzug
blue sleepwear has a pacifier,blauem schlafanzug,hat
sleepwear has a pacifier in,schlafanzug hat,einen
has a pacifier in his,hat einen,schnuller
a pacifier in his mouth,einen schnuller,im
pacifier in his mouth and,schnuller im,mund
in his mouth and is,im mund,und
his mouth and is sleeping,mund und,schläft
mouth and is sleeping .,und schläft,.
and is sleeping . </s>,schläft .,</s>
<s> <s> a man and,<s> <s>,ein
<s> <s> a man and,<s> ein,mann
<s> a man and woman,ein mann,und
a man and woman walk,mann und,eine
man and woman walk down,und eine,frau
and woman walk down the,eine frau,gehen
woman walk down the street,frau gehen,zusammen
woman walk down the street,gehen zusammen,die
walk down the street together,zusammen die,straße
down the street together .,die straße,entlang
the street together . </s>,straße entlang,.
street together . </s> </s>,entlang .,</s>
<s> <s> a woman is,<s> <s>,eine
<s> a woman is smiling,<s> eine,frau
a woman is smiling and,eine frau,hinter
woman is smiling and reading,frau hinter,einer
is smiling and reading a,hinter einer,bud
smiling and reading a newspaper,einer bud,light-werbung
reading a newspaper behind a,bud light-werbung,lächelt
a newspaper behind a bud,light-werbung lächelt,und
newspaper behind a bud light,lächelt und,liest
behind a bud light advertisement,und liest,zeitung
a bud light advertisement .,liest zeitung,.
bud light advertisement . </s>,zeitung .,</s>
<s> <s> two people look,<s> <s>,zwei
<s> two people look over,<s> zwei,leute
two people look over a,zwei leute,blicken
people look over a terrace,leute blicken,über
look over a terrace wall,blicken über,eine
over a terrace wall .,über eine,terassenmauer
a terrace wall . </s>,eine terassenmauer,.
terrace wall . </s> </s>,terassenmauer .,</s>
<s> <s> a lady wearing,<s> <s>,eine
<s> a lady wearing a,<s> eine,dame
a lady wearing a bonnet,eine dame,mit
lady wearing a bonnet is,dame mit,einer
wearing a bonnet is sitting,mit einer,haube
a bonnet is sitting down,einer haube,sitzt
bonnet is sitting down with,haube sitzt,mit
is sitting down with her,sitzt mit,den
sitting down with her hands,mit den,händen
down with her hands on,den händen,im
with her hands on her,händen im,schoß
her hands on her lap,im schoß,da
hands on her lap .,schoß da,.
on her lap . </s>,da .,</s>
<s> <s> three workers are,<s> <s>,drei
<s> three workers are working,<s> drei,arbeiter
three workers are working on,drei arbeiter,arbeiten
workers are working on a,arbeiter arbeiten,auf
are working on a metal,arbeiten auf,einem
working on a metal roof,auf einem,metalldach
on a metal roof </s>,einem metalldach,.
a metal roof </s> </s>,metalldach .,</s>
<s> <s> a woman with,<s> <s>,eine
<s> a woman with ripped,<s> eine,frau
a woman with ripped jeans,eine frau,mit
woman with ripped jeans is,frau mit,gerissenen
with ripped jeans is laying,mit gerissenen,jeans
ripped jeans is laying on,gerissenen jeans,liegt
jeans is laying on the,jeans liegt,mit
is laying on the ground,liegt mit,dem
laying on the ground with,mit dem,unterarm
on the ground with her,dem unterarm,über
the ground with her forearm,unterarm über,dem
ground with her forearm over,über dem,gesicht
with her forearm over her,dem gesicht,auf
her forearm over her face,gesicht auf,dem
forearm over her face .,auf dem,boden
over her face . </s>,dem boden,.
her face . </s> </s>,boden .,</s>
<s> <s> woman walking with,<s> <s>,eine
<s> <s> woman walking with,<s> eine,frau
<s> woman walking with face,eine frau,","
<s> woman walking with face,"frau ,",die
woman walking with face painted,", die",mit
walking with face painted children,die mit,kindern
walking with face painted children,mit kindern,mit
with face painted children while,kindern mit,gesichtsbemalung
with face painted children while,mit gesichtsbemalung,unterwegs
face painted children while carrying,gesichtsbemalung unterwegs,ist
painted children while carrying a,unterwegs ist,und
painted children while carrying a,ist und,ein
children while carrying a screaming,und ein,schreiendes
children while carrying a screaming,ein schreiendes,kind
while carrying a screaming child,schreiendes kind,auf
carrying a screaming child .,kind auf,dem
carrying a screaming child .,auf dem,arm
a screaming child . </s>,dem arm,hat
a screaming child . </s>,arm hat,.
screaming child . </s> </s>,hat .,</s>
<s> <s> a chef with,<s> <s>,ein
<s> <s> a chef with,<s> ein,koch
<s> a chef with glasses,ein koch,mit

a chef with glasses cooks,koch mit,brille
chef with glasses cooks french,mit brille,bereitet
with glasses cooks french bread,brille bereitet,in
glasses cooks french bread in,bereitet in,einem
cooks french bread in a,in einem,riesigen
french bread in a giant,einem riesigen,ofen
bread in a giant oven,riesigen ofen,baguette
in a giant oven .,ofen baguette,zu
a giant oven . </s>,baguette zu,.
giant oven . </s> </s>,zu .,</s>
<s> <s> two people stand,<s> <s>,zwei
<s> two people stand outside,<s> zwei,personen
two people stand outside a,zwei personen,stehen
people stand outside a wine,personen stehen,vor
stand outside a wine shop,stehen vor,einem
outside a wine shop .,vor einem,weingeschäft
a wine shop . </s>,einem weingeschäft,.
wine shop . </s> </s>,weingeschäft .,</s>
<s> <s> a man and,<s> <s>,ein
<s> a man and a,<s> ein,mann
a man and a woman,ein mann,und
man and a woman tak,mann und,eine
and a woman tak outside,und eine,frau
a woman tak outside of,eine frau,sprechen
woman tak outside of a,frau sprechen,vor
tak outside of a coffee,sprechen vor,einem
outside of a coffee house,vor einem,kaffeehaus
of a coffee house .,einem kaffeehaus,miteinander
a coffee house . </s>,kaffeehaus miteinander,.
coffee house . </s> </s>,miteinander .,</s>
<s> <s> a silhouette of,<s> <s>,eine
<s> <s> a silhouette of,<s> eine,silhouette
<s> a silhouette of a,eine silhouette,eines
a silhouette of a kid,silhouette eines,kinds
silhouette of a kid playing,eines kinds,","
of a kid playing on,"kinds ,",das
a kid playing on a,", das",an
a kid playing on a,das an,einem
kid playing on a beach,an einem,strand
playing on a beach .,einem strand,spielt
on a beach . </s>,strand spielt,.
a beach . </s> </s>,spielt .,</s>
<s> <s> a man wearing,<s> <s>,ein
<s> <s> a man wearing,<s> ein,mann
<s> a man wearing shorts,ein mann,","
"a man wearing shorts ,","mann ,",der
"man wearing shorts , sandals",", der",kurze
"wearing shorts , sandals ,",der kurze,hosen
"shorts , sandals , and",kurze hosen,","
"shorts , sandals , and","hosen ,",sandalen
", sandals , and a",", sandalen",und
"sandals , and a black",sandalen und,ein
", and a black shirt",und ein,schwarzes
and a black shirt is,ein schwarzes,hemd
a black shirt is talking,schwarzes hemd,trägt
black shirt is talking on,hemd trägt,","
black shirt is talking on,"trägt ,",spricht
shirt is talking on his,", spricht",auf
is talking on his cellphone,spricht auf,seinem
talking on his cellphone .,auf seinem,handy
on his cellphone . </s>,seinem handy,.
his cellphone . </s> </s>,handy .,</s>
<s> <s> two men talk,<s> <s>,zwei
<s> <s> two men talk,<s> zwei,männer
<s> two men talk in,zwei männer,sprechen
two men talk in a,männer sprechen,in
men talk in a restaurant,sprechen in,einer
talk in a restaurant kitchen,in einer,restaurantküche
in a restaurant kitchen .,einer restaurantküche,miteinander
a restaurant kitchen . </s>,restaurantküche miteinander,.
restaurant kitchen . </s> </s>,miteinander .,</s>
<s> <s> a young girl,<s> <s>,ein
<s> <s> a young girl,<s> ein,mädchen
<s> a young girl sits,ein mädchen,sitzt
a young girl sits on,mädchen sitzt,auf
young girl sits on a,sitzt auf,einem
girl sits on a rock,auf einem,felsen
sits on a rock overlooking,einem felsen,und
on a rock overlooking a,felsen und,blickt
on a rock overlooking a,und blickt,auf
a rock overlooking a large,blickt auf,ein
rock overlooking a large field,auf ein,großes
overlooking a large field .,ein großes,feld
a large field . </s>,großes feld,.
large field . </s> </s>,feld .,</s>
<s> <s> a man in,<s> <s>,ein
<s> <s> a man in,<s> ein,mann
<s> a man in a,ein mann,mit
a man in a green,mann mit,einer
a man in a green,mit einer,grünen
man in a green hat,einer grünen,mütze
in a green hat running,grünen mütze,","
a green hat running .,"mütze ,",der
a green hat running .,", der",rennt
green hat running . </s>,der rennt,.
hat running . </s> </s>,rennt .,</s>
<s> <s> two males running,<s> <s>,zwei
<s> <s> two males running,<s> zwei,männliche
"<s> two males running ,",zwei männliche,personen
"two males running , one",männliche personen,","
"males running , one wearing","personen ,",die
"running , one wearing red",", die",rennen
"running , one wearing red",die rennen,","
", one wearing red and","rennen ,",im
one wearing red and white,", im",freien
"wearing red and white ,",im freien,","
"red and white , the","freien ,",an
"and white , the other",", an",einem
"and white , the other",an einem,wolkigen
"white , the other navy",einem wolkigen,tag
", the other navy blue",wolkigen tag,;
the other navy blue and,tag ;,einer
other navy blue and black,; einer,trägt
other navy blue and black,einer trägt,rot
"navy blue and black ,",trägt rot,und
"blue and black , outside",rot und,weiß
"and black , outside on",und weiß,","
"black , outside on a","weiß ,",der
", outside on a cloudy",", der",andere
", outside on a cloudy",der andere,marineblau
outside on a cloudy day,andere marineblau,und
on a cloudy day .,marineblau und,schwarz
a cloudy day . </s>,und schwarz,.
cloudy day . </s> </s>,schwarz .,</s>
<s> <s> a little boy,<s> <s>,ein
<s> <s> a little boy,<s> ein,kleiner
<s> a little boy in,ein kleiner,junge
a little boy in a,kleiner junge,in
little boy in a yellow,junge in,einem
boy in a yellow shirt,in einem,gelben
in a yellow shirt walking,einem gelben,hemd
a yellow shirt walking on,gelben hemd,geht
yellow shirt walking on stones,hemd geht,auf
shirt walking on stones .,geht auf,steinen
walking on stones . </s>,auf steinen,.
on stones . </s> </s>,steinen .,</s>
<s> <s> a crowd of,<s> <s>,eine
<s> <s> a crowd of,<s> eine,aus
<s> a crowd of men,eine aus,männern
a crowd of men and,aus männern,und
crowd of men and women,männern und,frauen
of men and women sitting,und frauen,bestehende
men and women sitting and,frauen bestehende,menschenmenge
and women sitting and standing,bestehende menschenmenge,sitzt
women sitting and standing by,menschenmenge sitzt,bzw.
sitting and standing by a,sitzt bzw.,steht
and standing by a we,bzw. steht,bei
standing by a we are,steht bei,einem
by a we are demanding,bei einem,schild
a we are demanding sign,einem schild,mit
we are demanding sign .,schild mit,forderungen
are demanding sign . </s>,mit forderungen,.
demanding sign . </s> </s>,forderungen .,</s>
<s> <s> five asian friends,<s> <s>,fünf
<s> <s> five asian friends,<s> fünf,asiatische
<s> five asian friends posing,fünf asiatische,freund
five asian friends posing together,asiatische freund,posieren
asian friends posing together for,freund posieren,zusammen
friends posing together for a,posieren zusammen,für
posing together for a picture,zusammen für,ein
together for a picture .,für ein,foto
for a picture . </s>,ein foto,.
a picture . </s> </s>,foto .,</s>
<s> <s> four women and,<s> <s>,vier
<s> four women and one,<s> vier,frauen
four women and one man,vier frauen,und
women and one man sitting,frauen und,ein
and one man sitting on,und ein,mann
one man sitting on the,ein mann,sitzen
man sitting on the sidewalk,mann sitzen,mit
sitting on the sidewalk with,sitzen mit,schlafsäcken
on the sidewalk with sleeping,mit schlafsäcken,auf
the sidewalk with sleeping bags,schlafsäcken auf,dem
sidewalk with sleeping bags .,auf dem,bürgersteig
with sleeping bags . </s>,dem bürgersteig,.
sleeping bags . </s> </s>,bürgersteig .,</s>
<s> <s> a lot of,<s> <s>,viele
<s> a lot of people,<s> viele,warm
a lot of people bundled,viele warm,angezogene
of people bundled up together,warm angezogene,menschen
people bundled up together </s>,angezogene menschen,</s>
<s> <s> three young people,<s> <s>,drei
<s> <s> three young people,<s> drei,junge
<s> three young people are,drei junge,leute
three young people are snuggling,junge leute,kuscheln
young people are snuggling under,leute kuscheln,sich
people are snuggling under a,kuscheln sich,unter
are snuggling under a blanket,sich unter,eine
snuggling under a blanket on,unter eine,decke
under a blanket on a,eine decke,auf
a blanket on a sidewalk,decke auf,einem
blanket on a sidewalk .,auf einem,gehweg
on a sidewalk . </s>,einem gehweg,.
a sidewalk . </s> </s>,gehweg .,</s>
<s> <s> two people are,<s> <s>,zwei
<s> two people are taking,<s> zwei,personen
two people are taking pictures,zwei personen,machen
people are taking pictures .,personen machen,fotos
are taking pictures . </s>,machen fotos,.
taking pictures . </s> </s>,fotos .,</s>

<s> <s> three women and,<s> <s>,drei
<s> <s> three women and,<s> drei,frauen
<s> three women and a,drei frauen,und
three women and a man,frauen und,ein
women and a man in,und ein,mann
and a man in a,ein mann,mit
a man in a hat,mann mit,hut
man in a hat sitting,mit hut,sitzen
in a hat sitting cross,hut sitzen,mit
a hat sitting cross legged,sitzen mit,gekreuzten
hat sitting cross legged in,mit gekreuzten,beinen
sitting cross legged in a,gekreuzten beinen,in
cross legged in a group,beinen in,einer
legged in a group .,in einer,gruppe
in a group . </s>,einer gruppe,.
a group . </s> </s>,gruppe .,</s>
<s> <s> there is an,<s> <s>,da
<s> <s> there is an,<s> da,ist
<s> there is an asian,da ist,ein
there is an asian girl,ist ein,asiatisches
there is an asian girl,ein asiatisches,mädchen
is an asian girl holding,asiatisches mädchen,","
an asian girl holding a,"mädchen ,",das
asian girl holding a green,", das",ein
asian girl holding a green,das ein,grünes
girl holding a green sign,ein grünes,schild
holding a green sign protesting,grünes schild,hält
a green sign protesting .,schild hält,und
a green sign protesting .,hält und,protestiert
green sign protesting . </s>,und protestiert,.
sign protesting . </s> </s>,protestiert .,</s>
<s> <s> a man videotaping,<s> <s>,ein
<s> <s> a man videotaping,<s> ein,mann
<s> a man videotaping a,ein mann,","
a man videotaping a group,"mann ,",der
man videotaping a group of,", der",ein
videotaping a group of people,der ein,video
videotaping a group of people,ein video,von
a group of people in,video von,einer
group of people in front,von einer,gruppe
of people in front of,einer gruppe,vor
people in front of a,gruppe vor,einem
people in front of a,vor einem,„
in front of a from,einem „,from
front of a from new,„ from,new
of a from new york,from new,york
a from new york banner,new york,“
a from new york banner,york “,-banner
from new york banner .,“ -banner,macht
new york banner . </s>,-banner macht,.
york banner . </s> </s>,macht .,</s>
<s> <s> people in a,<s> <s>,leute
<s> people in a courtyard,<s> leute,stehen
people in a courtyard plaza,leute stehen,und
in a courtyard plaza are,stehen und,sitzen
a courtyard plaza are sitting,und sitzen,in
courtyard plaza are sitting and,sitzen in,einem
plaza are sitting and standing,in einem,hofgarten
are sitting and standing .,einem hofgarten,.
sitting and standing . </s>,hofgarten .,</s>
<s> <s> a man in,<s> <s>,ein
<s> <s> a man in,<s> ein,mann
<s> a man in a,ein mann,in
a man in a lime,mann in,einem
man in a lime green,in einem,zitronengelben
in a lime green shirt,einem zitronengelben,hemd
a lime green shirt waits,zitronengelben hemd,wartet
lime green shirt waits for,hemd wartet,auf
green shirt waits for the,wartet auf,die
shirt waits for the subway,auf die,u-bahn
waits for the subway while,die u-bahn,","
for the subway while a,"u-bahn ,",während
the subway while a woman,", während",eine
subway while a woman films,während eine,frau
while a woman films using,eine frau,mit
a woman films using her,frau mit,ihrem
woman films using her phone,mit ihrem,handy
films using her phone .,ihrem handy,filmt
using her phone . </s>,handy filmt,.
her phone . </s> </s>,filmt .,</s>
<s> <s> young people in,<s> <s>,junge
<s> <s> young people in,<s> junge,leute
<s> young people in yellow,junge leute,in
young people in yellow shirts,leute in,gelben
people in yellow shirts prepare,in gelben,hemden
in yellow shirts prepare colorful,gelben hemden,bereiten
in yellow shirts prepare colorful,hemden bereiten,buntes
yellow shirts prepare colorful food,bereiten buntes,essen
shirts prepare colorful food .,buntes essen,zu
prepare colorful food . </s>,essen zu,.
colorful food . </s> </s>,zu .,</s>
<s> <s> a woman in,<s> <s>,eine
<s> a woman in a,<s> eine,frau
a woman in a yellow,eine frau,mit
woman in a yellow shirt,frau mit,gelbem
in a yellow shirt is,mit gelbem,oberteil
a yellow shirt is helping,gelbem oberteil,hilft
yellow shirt is helping a,oberteil hilft,einen
is helping a little girl,hilft einen,kleinen
helping a little girl in,einen kleinen,mädchen
a little girl in a,kleinen mädchen,mit
little girl in a pink,mädchen mit,rosafarbenen
girl in a pink shirt,mit rosafarbenen,oberteil
in a pink shirt .,rosafarbenen oberteil,.
a pink shirt . </s>,oberteil .,</s>
<s> <s> youngsters are being,<s> <s>,jugendlichen
<s> youngsters are being served,<s> jugendlichen,werden
youngsters are being served green,jugendlichen werden,grüne
are being served green eggs,werden grüne,eier
being served green eggs and,grüne eier,mit
served green eggs and ham,eier mit,speck
green eggs and ham .,mit speck,serviert
eggs and ham . </s>,speck serviert,.
and ham . </s> </s>,serviert .,</s>
<s> <s> a man in,<s> <s>,ein
<s> <s> a man in,<s> ein,mann
<s> a man in a,ein mann,mit
a man in a blue,mann mit,blauem
man in a blue shirt,mit blauem,hemd
in a blue shirt holding,blauem hemd,in
a blue shirt holding a,hemd in,einem
blue shirt holding a child,in einem,baseballstadion
blue shirt holding a child,einem baseballstadion,","
shirt holding a child while,"baseballstadion ,",der
holding a child while holding,", der",ein
a child while holding onto,der ein,kind
child while holding onto a,ein kind,hält
while holding onto a stroller,kind hält,und
holding onto a stroller at,hält und,sich
holding onto a stroller at,und sich,selbst
onto a stroller at a,sich selbst,an
a stroller at a baseball,selbst an,einen
stroller at a baseball stadium,an einen,sportwagen
at a baseball stadium .,einen sportwagen,festhält
a baseball stadium . </s>,sportwagen festhält,.
baseball stadium . </s> </s>,festhält .,</s>
<s> <s> little boys in,<s> <s>,kleine
<s> <s> little boys in,<s> kleine,jungen
<s> little boys in white,kleine jungen,in
little boys in white karate,jungen in,weißen
boys in white karate uniforms,in weißen,karateuniformen
in white karate uniforms performing,weißen karateuniformen,","
white karate uniforms performing their,"karateuniformen ,",die
karate uniforms performing their martial,", die",in
uniforms performing their martial arts,die in,innenräumen
performing their martial arts indoors,in innenräumen,kampfsport
their martial arts indoors .,innenräumen kampfsport,machen
martial arts indoors . </s>,kampfsport machen,.
arts indoors . </s> </s>,machen .,</s>
<s> <s> two people walking,<s> <s>,zwei
<s> <s> two people walking,<s> zwei,personen
<s> two people walking into,zwei personen,","
two people walking into a,"personen ,",die
people walking into a shadow,", die",in
walking into a shadow in,die in,eine
into a shadow in one,in eine,richtung
a shadow in one direction,eine richtung,in
a shadow in one direction,richtung in,einen
shadow in one direction while,in einen,schatten
in one direction while another,einen schatten,gehen
one direction while another walks,schatten gehen,","
direction while another walks in,"gehen ,",während
while another walks in the,", während",eine
another walks in the midst,während eine,andere
another walks in the midst,eine andere,mitten
walks in the midst of,andere mitten,im
in the midst of it,mitten im,schatten
the midst of it .,im schatten,geht
midst of it . </s>,schatten geht,.
of it . </s> </s>,geht .,</s>
"<s> <s> a man ,",<s> <s>,ein
"<s> a man , a",<s> ein,mann
"a man , a woman",ein mann,","
"man , a woman with","mann ,",eine
", a woman with a",", eine",frau
a woman with a child,eine frau,mit
woman with a child in,frau mit,einem
with a child in a,mit einem,kind
a child in a stroller,einem kind,im
child in a stroller on,kind im,sportwagen
in a stroller on a,im sportwagen,auf
a stroller on a crowded,sportwagen auf,einer
stroller on a crowded street,auf einer,belebten
on a crowded street .,einer belebten,straße
a crowded street . </s>,belebten straße,.
crowded street . </s> </s>,straße .,</s>
<s> <s> the man is,<s> <s>,der
<s> <s> the man is,<s> der,mann
<s> the man is aiming,der mann,zielt
the man is aiming to,mann zielt,","
man is aiming to shoot,"zielt ,",um
is aiming to shoot something,", um",zu
aiming to shoot something while,um zu,schießen
to shoot something while his,zu schießen,","
to shoot something while his,"schießen ,",während
shoot something while his dog,", während",sein
something while his dog watches,während sein,hund
while his dog watches .,sein hund,zusieht
his dog watches . </s>,hund zusieht,.
dog watches . </s> </s>,zusieht .,</s>

<s> <s> a horse is,<s> <s>,ein
<s> a horse is walking,<s> ein,pferd
a horse is walking beside,ein pferd,geht
horse is walking beside a,pferd geht,unter
is walking beside a boat,geht unter,einer
walking beside a boat under,unter einer,brücke
beside a boat under a,einer brücke,neben
a boat under a bridge,brücke neben,einem
boat under a bridge .,neben einem,boot
under a bridge . </s>,einem boot,.
a bridge . </s> </s>,boot .,</s>
<s> <s> a young man,<s> <s>,ein
<s> a young man is,<s> ein,junger
a young man is sitting,ein junger,mann
young man is sitting at,junger mann,sitzt
man is sitting at a,mann sitzt,mit
is sitting at a table,sitzt mit,einem
sitting at a table with,mit einem,laptop
at a table with a,einem laptop,und
a table with a laptop,laptop und,kopfhörern
table with a laptop and,und kopfhörern,an
with a laptop and earphones,kopfhörern an,einem
a laptop and earphones .,an einem,tisch
laptop and earphones . </s>,einem tisch,.
and earphones . </s> </s>,tisch .,</s>
<s> <s> a man is,<s> <s>,ein
<s> a man is playing,<s> ein,mann
a man is playing the,ein mann,spielt
man is playing the banjo,mann spielt,auf
is playing the banjo at,spielt auf,einem
playing the banjo at a,auf einem,konzert
the banjo at a concert,einem konzert,banjo
banjo at a concert .,konzert banjo,.
at a concert . </s>,banjo .,</s>
<s> <s> a lady with,<s> <s>,eine
<s> a lady with a,<s> eine,dame
a lady with a satchel,eine dame,mit
lady with a satchel looks,dame mit,einer
with a satchel looks at,mit einer,tasche
a satchel looks at merchandise,einer tasche,sieht
looks at merchandise in a,tasche sieht,sich
at merchandise in a flea,sieht sich,flohmarktwaren
merchandise in a flea market,sich flohmarktwaren,an
in a flea market .,flohmarktwaren an,.
a flea market . </s>,an .,</s>
<s> <s> a man is,<s> <s>,ein
<s> <s> a man is,<s> ein,mann
<s> a man is snowboarding,ein mann,fährt
a man is snowboarding over,mann fährt,mit
man is snowboarding over a,fährt mit,einem
is snowboarding over a structure,mit einem,snowboard
snowboarding over a structure on,einem snowboard,über
over a structure on a,snowboard über,etwas
over a structure on a,über etwas,auf
a structure on a snowy,etwas auf,einem
structure on a snowy hill,auf einem,verschneiten
on a snowy hill .,einem verschneiten,hügel
a snowy hill . </s>,verschneiten hügel,.
snowy hill . </s> </s>,hügel .,</s>
<s> <s> the brown dog,<s> <s>,der
<s> the brown dog is,<s> der,braune
the brown dog is laying,der braune,hund
brown dog is laying down,braune hund,liegt
dog is laying down on,hund liegt,auf
is laying down on a,liegt auf,einem
laying down on a blue,auf einem,blauen
down on a blue sheet,einem blauen,betttuch
on a blue sheet .,blauen betttuch,.
a blue sheet . </s>,betttuch .,</s>
<s> <s> a man in,<s> <s>,ein
<s> <s> a man in,<s> ein,mann
<s> a man in a,ein mann,mit
a man in a black,mann mit,schwarzem
man in a black shirt,mit schwarzem,hemd
in a black shirt reading,schwarzem hemd,","
a black shirt reading a,"hemd ,",der
a black shirt reading a,", der",eine
black shirt reading a paper,der eine,zeitung
shirt reading a paper .,eine zeitung,liest
reading a paper . </s>,zeitung liest,.
a paper . </s> </s>,liest .,</s>
